Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type	Ensembl ID	Entrez Gene ID
Fndc3a	current symbol	MGI:1196463	Fndc3a	fibronectin type III domain containing 3A	protein coding gene	ENSMUSG00000033487	319448
Fndc3b	current symbol	MGI:1919257	Fndc3b	fibronectin type III domain containing 3B	protein coding gene	ENSMUSG00000039286	72007
Fndc4	current symbol	MGI:1917195	Fndc4	fibronectin type III domain containing 4	protein coding gene	ENSMUSG00000038552	64339
Fndc5	current symbol	MGI:1917614	Fndc5	fibronectin type III domain containing 5	protein coding gene	ENSMUSG00000001334	384061
Foxk2	current symbol	MGI:1916087	Foxk2	forkhead box K2	protein coding gene	ENSMUSG00000039275	68837
Foxo6	current symbol	MGI:2676586	Foxo6	forkhead box O6	protein coding gene	ENSMUSG00000052135	329934
Frmd4b	current symbol	MGI:2141794	Frmd4b	FERM domain containing 4B	protein coding gene	ENSMUSG00000030064	232288
Frmpd3	current symbol	MGI:3646547	Frmpd3	FERM and PDZ domain containing 3	protein coding gene	ENSMUSG00000042425	245643
Fscn1	current symbol	MGI:1352745	Fscn1	fascin actin-bundling protein 1	protein coding gene	ENSMUSG00000029581	14086
Fst	current symbol	MGI:95586	Fst	follistatin	protein coding gene	ENSMUSG00000021765	14313
Fth1	current symbol	MGI:95588	Fth1	ferritin heavy polypeptide 1	protein coding gene	ENSMUSG00000024661	14319
Fut8	current symbol	MGI:1858901	Fut8	fucosyltransferase 8	protein coding gene	ENSMUSG00000021065	53618
Fxyd7	current symbol	MGI:1889006	Fxyd7	FXYD domain-containing ion transport regulator 7	protein coding gene	ENSMUSG00000036578	57780
Fzd1	current symbol	MGI:1196625	Fzd1	frizzled class receptor 1	protein coding gene	ENSMUSG00000044674	14362
Fzd4	current symbol	MGI:108520	Fzd4	frizzled class receptor 4	protein coding gene	ENSMUSG00000049791	14366
G3bp2	current symbol	MGI:2442040	G3bp2	GTPase activating protein (SH3 domain) binding protein 2	protein coding gene	ENSMUSG00000029405	23881
Gab2	current symbol	MGI:1333854	Gab2	growth factor receptor bound protein 2-associated protein 2	protein coding gene	ENSMUSG00000004508	14389
Gabbr2	current symbol	MGI:2386030	Gabbr2	gamma-aminobutyric acid (GABA) B receptor, 2	protein coding gene	ENSMUSG00000039809	242425
Gabra2	current symbol	MGI:95614	Gabra2	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2	protein coding gene	ENSMUSG00000000560	14395
Gabra5	current symbol	MGI:95617	Gabra5	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 5	protein coding gene	ENSMUSG00000055078	110886
Gabrd	current symbol	MGI:95622	Gabrd	gamma-aminobutyric acid (GABA) A receptor, subunit delta	protein coding gene	ENSMUSG00000029054	14403
Gabrg2	current symbol	MGI:95623	Gabrg2	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 2	protein coding gene	ENSMUSG00000020436	14406
Gabrg3	current symbol	MGI:95624	Gabrg3	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 3	protein coding gene	ENSMUSG00000055026	14407
Gad1	current symbol	MGI:95632	Gad1	glutamate decarboxylase 1	protein coding gene	ENSMUSG00000070880	14415
Gad2	current symbol	MGI:95634	Gad2	glutamic acid decarboxylase 2	protein coding gene	ENSMUSG00000026787	14417
Gadd45g	current symbol	MGI:1346325	Gadd45g	growth arrest and DNA-damage-inducible 45 gamma	protein coding gene	ENSMUSG00000021453	23882
Galnt3	current symbol	MGI:894695	Galnt3	polypeptide N-acetylgalactosaminyltransferase 3	protein coding gene	ENSMUSG00000026994	14425
Galntl6	current symbol	MGI:1913581	Galntl6	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 6	protein coding gene	ENSMUSG00000096914	270049
Galt	current symbol	MGI:95638	Galt	galactose-1-phosphate uridyl transferase	protein coding gene	ENSMUSG00000036073	14430
Gamt	current symbol	MGI:1098221	Gamt	guanidinoacetate methyltransferase	protein coding gene	ENSMUSG00000020150	14431
Gas7	current symbol	MGI:1202388	Gas7	growth arrest specific 7	protein coding gene	ENSMUSG00000033066	14457
Gatm	current symbol	MGI:1914342	Gatm	glycine amidinotransferase (L-arginine:glycine amidinotransferase)	protein coding gene	ENSMUSG00000027199	67092
Gcat	current symbol	MGI:1349389	Gcat	glycine C-acetyltransferase (2-amino-3-ketobutyrate-coenzyme A ligase)	protein coding gene	ENSMUSG00000006378	26912
Gcat	current symbol	MGI:1349389	Gcat	glycine C-acetyltransferase (2-amino-3-ketobutyrate-coenzyme A ligase)	protein coding gene	ENSMUSG00000116378	26912
Gch1	current symbol	MGI:95675	Gch1	GTP cyclohydrolase 1	protein coding gene	ENSMUSG00000037580	14528
Gda	current symbol	MGI:95678	Gda	guanine deaminase	protein coding gene	ENSMUSG00000058624	14544
Gdf1	current symbol	MGI:95683	Gdf1	growth differentiation factor 1	protein coding gene	ENSMUSG00000109523	14559
Gdf10	current symbol	MGI:95684	Gdf10	growth differentiation factor 10	protein coding gene	ENSMUSG00000021943	14560
Gdf15	current symbol	MGI:1346047	Gdf15	growth differentiation factor 15	protein coding gene	ENSMUSG00000038508	23886
Gfra2	current symbol	MGI:1195462	Gfra2	glial cell line derived neurotrophic factor family receptor alpha 2	protein coding gene	ENSMUSG00000022103	14586
Gga2	current symbol	MGI:1921355	Gga2	golgi associated, gamma adaptin ear containing, ARF binding protein 2	protein coding gene	ENSMUSG00000030872	74105
Gjd2	current symbol	MGI:1334209	Gjd2	gap junction protein, delta 2	protein coding gene	ENSMUSG00000068615	14617
Glce	current symbol	MGI:2136405	Glce	glucuronyl C5-epimerase	protein coding gene	ENSMUSG00000032252	93683
Glp1r	current symbol	MGI:99571	Glp1r	glucagon-like peptide 1 receptor	protein coding gene	ENSMUSG00000024027	14652
Gm19410	current symbol	MGI:5011595	Gm19410	predicted gene, 19410	protein coding gene	ENSMUSG00000109372	100502846
Gm2061	current symbol	MGI:3780228	Gm2061	predicted gene 2061	lncRNA gene	ENSMUSG00000097615	100039138
Gm2a	current symbol	MGI:95762	Gm2a	GM2 ganglioside activator protein	protein coding gene	ENSMUSG00000000594	14667
Gm3558	current symbol	MGI:3781735	Gm3558	predicted gene 3558	protein coding gene	ENSMUSG00000079364	100041874
Gm36251	current symbol	MGI:5595410	Gm36251	predicted gene, 36251	lncRNA gene	ENSMUSG00000110996	102640100
Gm36529	current symbol	MGI:5595688	Gm36529	predicted gene, 36529	lncRNA gene	ENSMUSG00000113771	102640479
Gm38403	current symbol	MGI:5621288	Gm38403	predicted gene, 38403	lncRNA gene	ENSMUSG00000112854	216377
Gm4841	current symbol	MGI:3643814	Gm4841	predicted gene 4841	protein coding gene	ENSMUSG00000068606	225594
Gm4969		No associated gene					
Gm5148	current symbol	MGI:3646006	Gm5148	predicted gene 5148	protein coding gene	ENSMUSG00000058174	381438
Gmppa	current symbol	MGI:1916330	Gmppa	GDP-mannose pyrophosphorylase A	protein coding gene	ENSMUSG00000033021	69080
Gna12	current symbol	MGI:95767	Gna12	guanine nucleotide binding protein, alpha 12	protein coding gene	ENSMUSG00000000149	14673
Gnai3	current symbol	MGI:95773	Gnai3	guanine nucleotide binding protein (G protein), alpha inhibiting 3	protein coding gene	ENSMUSG00000000001	14679
Gnb2	current symbol	MGI:95784	Gnb2	guanine nucleotide binding protein (G protein), beta 2	protein coding gene	ENSMUSG00000029713	14693
Gng4	current symbol	MGI:102703	Gng4	guanine nucleotide binding protein (G protein), gamma 4	protein coding gene	ENSMUSG00000021303	14706
Gng5	current symbol	MGI:109164	Gng5	guanine nucleotide binding protein (G protein), gamma 5	protein coding gene	ENSMUSG00000068523	14707
Gnptab	current symbol	MGI:3643902	Gnptab	N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits	protein coding gene	ENSMUSG00000035311	432486
Golph3	current symbol	MGI:1913879	Golph3	golgi phosphoprotein 3	protein coding gene	ENSMUSG00000022200	66629
Gpc3	current symbol	MGI:104903	Gpc3	glypican 3	protein coding gene	ENSMUSG00000055653	14734
Gpc6	current symbol	MGI:1346322	Gpc6	glypican 6	protein coding gene	ENSMUSG00000058571	23888
Gphn	current symbol	MGI:109602	Gphn	gephyrin	protein coding gene	ENSMUSG00000047454	268566
Gpr12	current symbol	MGI:101909	Gpr12	G-protein coupled receptor 12	protein coding gene	ENSMUSG00000041468	14738
Gpr137c	current symbol	MGI:1917963	Gpr137c	G protein-coupled receptor 137C	protein coding gene	ENSMUSG00000049092	70713
Gpr139	current symbol	MGI:2685341	Gpr139	G protein-coupled receptor 139	protein coding gene	ENSMUSG00000066197	209776
Gpr155	current symbol	MGI:1915776	Gpr155	G protein-coupled receptor 155	protein coding gene	ENSMUSG00000041762	68526
Gpr4	current symbol	MGI:2441992	Gpr4	G protein-coupled receptor 4	protein coding gene	ENSMUSG00000044317	319197
Gpr6	current symbol	MGI:2155249	Gpr6	G protein-coupled receptor 6	protein coding gene	ENSMUSG00000046922	140741
Gpr61	current symbol	MGI:2441719	Gpr61	G protein-coupled receptor 61	protein coding gene	ENSMUSG00000046793	229714
Gpr88	current symbol	MGI:1927653	Gpr88	G-protein coupled receptor 88	protein coding gene	ENSMUSG00000068696	64378
Grem2	current symbol	MGI:1344367	Grem2	gremlin 2, DAN family BMP antagonist	protein coding gene	ENSMUSG00000050069	23893
Gria2	current symbol	MGI:95809	Gria2	glutamate receptor, ionotropic, AMPA2 (alpha 2)	protein coding gene	ENSMUSG00000033981	14800
Grik1	current symbol	MGI:95814	Grik1	glutamate receptor, ionotropic, kainate 1	protein coding gene	ENSMUSG00000022935	14805
Grik4	current symbol	MGI:95817	Grik4	glutamate receptor, ionotropic, kainate 4	protein coding gene	ENSMUSG00000032017	110637
Grin2d	current symbol	MGI:95823	Grin2d	glutamate receptor, ionotropic, NMDA2D (epsilon 4)	protein coding gene	ENSMUSG00000002771	14814
Grin3a	current symbol	MGI:1933206	Grin3a	glutamate receptor ionotropic, NMDA3A	protein coding gene	ENSMUSG00000039579	242443
Grk5	current symbol	MGI:109161	Grk5	G protein-coupled receptor kinase 5	protein coding gene	ENSMUSG00000003228	14773
Grm4	current symbol	MGI:1351341	Grm4	glutamate receptor, metabotropic 4	protein coding gene	ENSMUSG00000063239	268934
Grp	current symbol	MGI:95833	Grp	gastrin releasing peptide	protein coding gene	ENSMUSG00000024517	225642
Gsdme	current symbol	MGI:1889850	Gsdme	gasdermin E	protein coding gene	ENSMUSG00000029821	54722
Gse1	current symbol	MGI:1098275	Gse1	genetic suppressor element 1, coiled-coil protein	protein coding gene	ENSMUSG00000031822	382034
Gsg1l	current symbol	MGI:2685483	Gsg1l	GSG1-like	protein coding gene	ENSMUSG00000046182	269994
Gstm1	current symbol	MGI:95860	Gstm1	glutathione S-transferase, mu 1	protein coding gene	ENSMUSG00000058135	14862
Gucy1b1	current symbol	MGI:1860604	Gucy1b1	guanylate cyclase 1, soluble, beta 1	protein coding gene	ENSMUSG00000028005	54195
Gypc	current symbol	MGI:1098566	Gypc	glycophorin C	protein coding gene	ENSMUSG00000090523	71683
Gys1	current symbol	MGI:101805	Gys1	glycogen synthase 1, muscle	protein coding gene	ENSMUSG00000003865	14936
H2-K1	current symbol	MGI:95904	H2-K1	histocompatibility 2, K1, K region	protein coding gene	ENSMUSG00000061232	14972
H2-M5	current symbol	MGI:95917	H2-M5	histocompatibility 2, M region locus 5	protein coding gene	ENSMUSG00000024459	240095
H2-Q2	current symbol	MGI:95931	H2-Q2	histocompatibility 2, Q region locus 2	protein coding gene	ENSMUSG00000091705	15013
H2-Q7	current symbol	MGI:95936	H2-Q7	histocompatibility 2, Q region locus 7	protein coding gene	ENSMUSG00000060550	15018
H6pd	current symbol	MGI:2140356	H6pd	hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)	protein coding gene	ENSMUSG00000028980	100198
Hadh	current symbol	MGI:96009	Hadh	hydroxyacyl-Coenzyme A dehydrogenase	protein coding gene	ENSMUSG00000027984	15107
Hap1	current symbol	MGI:1261831	Hap1	huntingtin-associated protein 1	protein coding gene	ENSMUSG00000006930	15114
Has3	current symbol	MGI:109599	Has3	hyaluronan synthase 3	protein coding gene	ENSMUSG00000031910	15118
Hck	current symbol	MGI:96052	Hck	hemopoietic cell kinase	protein coding gene	ENSMUSG00000003283	15162
Hcn4	current symbol	MGI:1298209	Hcn4	hyperpolarization-activated, cyclic nucleotide-gated K+ 4	protein coding gene	ENSMUSG00000032338	330953
Hcrtr1	current symbol	MGI:2385650	Hcrtr1	hypocretin (orexin) receptor 1	protein coding gene	ENSMUSG00000028778	230777
Heg1	current symbol	MGI:1924696	Heg1	heart development protein with EGF-like domains 1	protein coding gene	ENSMUSG00000075254	77446
Hfe	current symbol	MGI:109191	Hfe	homeostatic iron regulator	protein coding gene	ENSMUSG00000006611	15216
Hk2	current symbol	MGI:1315197	Hk2	hexokinase 2	protein coding gene	ENSMUSG00000000628	15277
Hkdc1	current symbol	MGI:2384910	Hkdc1	hexokinase domain containing 1	protein coding gene	ENSMUSG00000020080	216019
Hlf	current symbol	MGI:96108	Hlf	hepatic leukemia factor	protein coding gene	ENSMUSG00000003949	217082
Hmgcll1	current symbol	MGI:2446108	Hmgcll1	3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase-like 1	protein coding gene	ENSMUSG00000007908	208982
Hmx1	current symbol	MGI:107178	Hmx1	H6 homeobox 1	protein coding gene	ENSMUSG00000067438	15371
Hpca	current symbol	MGI:1336200	Hpca	hippocalcin	protein coding gene	ENSMUSG00000028785	15444
Hpcal1	current symbol	MGI:1855689	Hpcal1	hippocalcin-like 1	protein coding gene	ENSMUSG00000071379	53602
Hrh1	current symbol	MGI:107619	Hrh1	histamine receptor H1	protein coding gene	ENSMUSG00000053004	15465
Hrh2	current symbol	MGI:108482	Hrh2	histamine receptor H2	protein coding gene	ENSMUSG00000034987	15466
Hrh3	current symbol	MGI:2139279	Hrh3	histamine receptor H3	protein coding gene	ENSMUSG00000039059	99296
Hs6st1	current symbol	MGI:1354958	Hs6st1	heparan sulfate 6-O-sulfotransferase 1	protein coding gene	ENSMUSG00000045216	50785
Hs6st3	current symbol	MGI:1354960	Hs6st3	heparan sulfate 6-O-sulfotransferase 3	protein coding gene	ENSMUSG00000053465	50787
Hsd17b7	current symbol	MGI:1330808	Hsd17b7	hydroxysteroid (17-beta) dehydrogenase 7	protein coding gene	ENSMUSG00000026675	15490
Hspa12a	current symbol	MGI:1920692	Hspa12a	heat shock protein 12A	protein coding gene	ENSMUSG00000025092	73442
Hspa2	current symbol	MGI:96243	Hspa2	heat shock protein 2	protein coding gene	ENSMUSG00000059970	15512
Hspb8	current symbol	MGI:2135756	Hspb8	heat shock protein 8	protein coding gene	ENSMUSG00000041548	80888
Htr3a	current symbol	MGI:96282	Htr3a	5-hydroxytryptamine (serotonin) receptor 3A	protein coding gene	ENSMUSG00000032269	15561
Htr6	current symbol	MGI:1196627	Htr6	5-hydroxytryptamine (serotonin) receptor 6	protein coding gene	ENSMUSG00000028747	15565
Htra1	current symbol	MGI:1929076	Htra1	HtrA serine peptidase 1	protein coding gene	ENSMUSG00000006205	56213
Htra2	current symbol	MGI:1928676	Htra2	HtrA serine peptidase 2	protein coding gene	ENSMUSG00000068329	64704
Icam5	current symbol	MGI:109430	Icam5	intercellular adhesion molecule 5, telencephalin	protein coding gene	ENSMUSG00000032174	15898
Ice1	current symbol	MGI:2385865	Ice1	interactor of little elongation complex ELL subunit 1	protein coding gene	ENSMUSG00000034525	218333
Id2	current symbol	MGI:96397	Id2	inhibitor of DNA binding 2	protein coding gene	ENSMUSG00000020644	15902
Idh3b	current symbol	MGI:2158650	Idh3b	isocitrate dehydrogenase 3 (NAD+) beta	protein coding gene	ENSMUSG00000027406	170718
Idh3g	current symbol	MGI:1099463	Idh3g	isocitrate dehydrogenase 3 (NAD+), gamma	protein coding gene	ENSMUSG00000002010	15929
Idua	current symbol	MGI:96418	Idua	iduronidase, alpha-L	protein coding gene	ENSMUSG00000033540	15932
Ier5l	current symbol	MGI:1919750	Ier5l	immediate early response 5-like	protein coding gene	ENSMUSG00000089762	72500
Igf1	current symbol	MGI:96432	Igf1	insulin-like growth factor 1	protein coding gene	ENSMUSG00000020053	16000
Igfbp2	current symbol	MGI:96437	Igfbp2	insulin-like growth factor binding protein 2	protein coding gene	ENSMUSG00000039323	16008
Igfbp4	current symbol	MGI:96439	Igfbp4	insulin-like growth factor binding protein 4	protein coding gene	ENSMUSG00000017493	16010
Igfbp5	current symbol	MGI:96440	Igfbp5	insulin-like growth factor binding protein 5	protein coding gene	ENSMUSG00000026185	16011
Igfbp7	current symbol	MGI:1352480	Igfbp7	insulin-like growth factor binding protein 7	protein coding gene	ENSMUSG00000036256	29817
Igsf21	current symbol	MGI:2681842	Igsf21	immunoglobulin superfamily, member 21	protein coding gene	ENSMUSG00000040972	230868
Igsf3	current symbol	MGI:1926158	Igsf3	immunoglobulin superfamily, member 3	protein coding gene	ENSMUSG00000042035	78908
Igsf8	current symbol	MGI:2154090	Igsf8	immunoglobulin superfamily, member 8	protein coding gene	ENSMUSG00000038034	140559
Igsf9b	current symbol	MGI:2685354	Igsf9b	immunoglobulin superfamily, member 9B	protein coding gene	ENSMUSG00000034275	235086
Il16	current symbol	MGI:1270855	Il16	interleukin 16	protein coding gene	ENSMUSG00000001741	16170
Il4ra	current symbol	MGI:105367	Il4ra	interleukin 4 receptor, alpha	protein coding gene	ENSMUSG00000030748	16190
Ildr2	current symbol	MGI:1196370	Ildr2	immunoglobulin-like domain containing receptor 2	protein coding gene	ENSMUSG00000040612	100039795
Impa2	current symbol	MGI:2149728	Impa2	inositol monophosphatase 2	protein coding gene	ENSMUSG00000024525	114663
Inf2	current symbol	MGI:1917685	Inf2	inverted formin, FH2 and WH2 domain containing	protein coding gene	ENSMUSG00000037679	70435
Inpp4b	current symbol	MGI:2158925	Inpp4b	inositol polyphosphate-4-phosphatase, type II	protein coding gene	ENSMUSG00000037940	234515
Inpp5a	current symbol	MGI:2686961	Inpp5a	inositol polyphosphate-5-phosphatase A	protein coding gene	ENSMUSG00000025477	212111
Inpp5j	current symbol	MGI:2158663	Inpp5j	inositol polyphosphate 5-phosphatase J	protein coding gene	ENSMUSG00000034570	170835
Iqsec1	current symbol	MGI:1196356	Iqsec1	IQ motif and Sec7 domain 1	protein coding gene	ENSMUSG00000034312	232227
Iqsec3	current symbol	MGI:2677208	Iqsec3	IQ motif and Sec7 domain 3	protein coding gene	ENSMUSG00000040797	243621
Islr2	current symbol	MGI:2444277	Islr2	immunoglobulin superfamily containing leucine-rich repeat 2	protein coding gene	ENSMUSG00000051243	320563
Isoc1	current symbol	MGI:1913557	Isoc1	isochorismatase domain containing 1	protein coding gene	ENSMUSG00000024601	66307
Itga3	current symbol	MGI:96602	Itga3	integrin alpha 3	protein coding gene	ENSMUSG00000001507	16400
Itga4	current symbol	MGI:96603	Itga4	integrin alpha 4	protein coding gene	ENSMUSG00000027009	16401
Itga5	current symbol	MGI:96604	Itga5	integrin alpha 5 (fibronectin receptor alpha)	protein coding gene	ENSMUSG00000000555	16402
Itga6	current symbol	MGI:96605	Itga6	integrin alpha 6	protein coding gene	ENSMUSG00000027111	16403
Itga7	current symbol	MGI:102700	Itga7	integrin alpha 7	protein coding gene	ENSMUSG00000025348	16404
Itgav	current symbol	MGI:96608	Itgav	integrin alpha V	protein coding gene	ENSMUSG00000027087	16410
Itgb3	current symbol	MGI:96612	Itgb3	integrin beta 3	protein coding gene	ENSMUSG00000020689	16416
Itpka	current symbol	MGI:1333822	Itpka	inositol 1,4,5-trisphosphate 3-kinase A	protein coding gene	ENSMUSG00000027296	228550
Izumo4	current symbol	MGI:1918814	Izumo4	IZUMO family member 4	protein coding gene	ENSMUSG00000055862	71564
Jak3	current symbol	MGI:99928	Jak3	Janus kinase 3	protein coding gene	ENSMUSG00000031805	16453
Jph4	current symbol	MGI:2443113	Jph4	junctophilin 4	protein coding gene	ENSMUSG00000022208	319984
Kalrn	current symbol	MGI:2685385	Kalrn	kalirin, RhoGEF kinase	protein coding gene	ENSMUSG00000061751	545156
Kcmf1	current symbol	MGI:1921537	Kcmf1	potassium channel modulatory factor 1	protein coding gene	ENSMUSG00000055239	74287
Kcna1	current symbol	MGI:96654	Kcna1	potassium voltage-gated channel, shaker-related subfamily, member 1	protein coding gene	ENSMUSG00000047976	16485
Kcna6	current symbol	MGI:96663	Kcna6	potassium voltage-gated channel, shaker-related, subfamily, member 6	protein coding gene	ENSMUSG00000038077	16494
Kcnab1	current symbol	MGI:109155	Kcnab1	potassium voltage-gated channel, shaker-related subfamily, beta member 1	protein coding gene	ENSMUSG00000027827	16497
Kcnc4	current symbol	MGI:96670	Kcnc4	potassium voltage gated channel, Shaw-related subfamily, member 4	protein coding gene	ENSMUSG00000027895	99738
Kcng1	current symbol	MGI:3616086	Kcng1	potassium voltage-gated channel, subfamily G, member 1	protein coding gene	ENSMUSG00000074575	241794
Kcnh1	current symbol	MGI:1341721	Kcnh1	potassium voltage-gated channel, subfamily H (eag-related), member 1	protein coding gene	ENSMUSG00000058248	16510
Kcnh2	current symbol	MGI:1341722	Kcnh2	potassium voltage-gated channel, subfamily H (eag-related), member 2	protein coding gene	ENSMUSG00000038319	16511
Kcnip1	current symbol	MGI:1917607	Kcnip1	Kv channel-interacting protein 1	protein coding gene	ENSMUSG00000053519	70357
Kcnip2	current symbol	MGI:2135916	Kcnip2	Kv channel-interacting protein 2	protein coding gene	ENSMUSG00000025221	80906
Kcnj4	current symbol	MGI:104743	Kcnj4	potassium inwardly-rectifying channel, subfamily J, member 4	protein coding gene	ENSMUSG00000044216	16520
Kcnj9	current symbol	MGI:108007	Kcnj9	potassium inwardly-rectifying channel, subfamily J, member 9	protein coding gene	ENSMUSG00000038026	16524
Kcnk9	current symbol	MGI:3521816	Kcnk9	potassium channel, subfamily K, member 9	protein coding gene	ENSMUSG00000036760	223604
Kcns2	current symbol	MGI:1197011	Kcns2	K+ voltage-gated channel, subfamily S, 2	protein coding gene	ENSMUSG00000050963	16539
Kcnt1	current symbol	MGI:1924627	Kcnt1	potassium channel, subfamily T, member 1	protein coding gene	ENSMUSG00000058740	227632
Kcnv1	current symbol	MGI:1914748	Kcnv1	potassium channel, subfamily V, member 1	protein coding gene	ENSMUSG00000022342	67498
Kctd13	current symbol	MGI:1923739	Kctd13	potassium channel tetramerisation domain containing 13	protein coding gene	ENSMUSG00000030685	233877
Kif17	current symbol	MGI:1098229	Kif17	kinesin family member 17	protein coding gene	ENSMUSG00000028758	16559
Kif3c	current symbol	MGI:107979	Kif3c	kinesin family member 3C	protein coding gene	ENSMUSG00000020668	16570
Kif6	current symbol	MGI:1098238	Kif6	kinesin family member 6	protein coding gene	ENSMUSG00000023999	319991
Kifc2	current symbol	MGI:109187	Kifc2	kinesin family member C2	protein coding gene	ENSMUSG00000004187	16581
Klf4	current symbol	MGI:1342287	Klf4	Kruppel-like factor 4 (gut)	protein coding gene	ENSMUSG00000003032	16600
Klf9	current symbol	MGI:1333856	Klf9	Kruppel-like factor 9	protein coding gene	ENSMUSG00000033863	16601
Klhl33	current symbol	MGI:3644593	Klhl33	kelch-like 33	protein coding gene	ENSMUSG00000090799	546611
Klhl42	current symbol	MGI:2444786	Klhl42	kelch-like 42	protein coding gene	ENSMUSG00000040102	232539
Klhl5	current symbol	MGI:1919028	Klhl5	kelch-like 5	protein coding gene	ENSMUSG00000054920	71778
Kndc1	current symbol	MGI:1923734	Kndc1	kinase non-catalytic C-lobe domain (KIND) containing 1	protein coding gene	ENSMUSG00000066129	76484
Krt77	current symbol	MGI:3588209	Krt77	keratin 77	protein coding gene	ENSMUSG00000067594	406220
Krt9	current symbol	MGI:96696	Krt9	keratin 9	protein coding gene	ENSMUSG00000051617	107656
L1cam	current symbol	MGI:96721	L1cam	L1 cell adhesion molecule	protein coding gene	ENSMUSG00000031391	16728
L3mbtl4	current symbol	MGI:2444889	L3mbtl4	L3MBTL4 histone methyl-lysine binding protein	protein coding gene	ENSMUSG00000041565	320858
Lama1	current symbol	MGI:99892	Lama1	laminin, alpha 1	protein coding gene	ENSMUSG00000032796	16772
Lama5	current symbol	MGI:105382	Lama5	laminin, alpha 5	protein coding gene	ENSMUSG00000015647	16776
Lamb1	current symbol	MGI:96743	Lamb1	laminin B1	protein coding gene	ENSMUSG00000002900	16777
Lancl2	current symbol	MGI:1919085	Lancl2	LanC (bacterial lantibiotic synthetase component C)-like 2	protein coding gene	ENSMUSG00000062190	71835
Lancl3	current symbol	MGI:2443335	Lancl3	LanC lantibiotic synthetase component C-like 3 (bacterial)	protein coding gene	ENSMUSG00000047344	236285
Large1	current symbol	MGI:1342270	Large1	LARGE xylosyl- and glucuronyltransferase 1	protein coding gene	ENSMUSG00000004383	16795
Larp1b	current symbol	MGI:1914604	Larp1b	La ribonucleoprotein domain family, member 1B	protein coding gene	ENSMUSG00000025762	214048
Layn	current symbol	MGI:2685357	Layn	layilin	protein coding gene	ENSMUSG00000060594	244864
Ldb2	current symbol	MGI:894670	Ldb2	LIM domain binding 2	protein coding gene	ENSMUSG00000039706	16826
Ldlrad3	current symbol	MGI:2138856	Ldlrad3	low density lipoprotein receptor class A domain containing 3	protein coding gene	ENSMUSG00000048058	241576
Leprotl1	current symbol	MGI:1915442	Leprotl1	leptin receptor overlapping transcript-like 1	protein coding gene	ENSMUSG00000031513	68192
Letmd1	current symbol	MGI:1915864	Letmd1	LETM1 domain containing 1	protein coding gene	ENSMUSG00000037353	68614
Lgi2	current symbol	MGI:2180196	Lgi2	leucine-rich repeat LGI family, member 2	protein coding gene	ENSMUSG00000039252	246316
Lgi3	current symbol	MGI:2182619	Lgi3	leucine-rich repeat LGI family, member 3	protein coding gene	ENSMUSG00000033595	213469
Lhfpl1	current symbol	MGI:1891214	Lhfpl1	lipoma HMGIC fusion partner-like 1	protein coding gene	ENSMUSG00000041700	237091
Lhfpl2	current symbol	MGI:2145236	Lhfpl2	lipoma HMGIC fusion partner-like 2	protein coding gene	ENSMUSG00000045312	218454
Lhx6	current symbol	MGI:1306803	Lhx6	LIM homeobox protein 6	protein coding gene	ENSMUSG00000026890	16874
Lin7a	current symbol	MGI:2135609	Lin7a	lin-7 homolog A (C. elegans)	protein coding gene	ENSMUSG00000019906	108030
Lin7b	current symbol	MGI:1330858	Lin7b	lin-7 homolog B (C. elegans)	protein coding gene	ENSMUSG00000003872	22342
Lingo1	current symbol	MGI:1915522	Lingo1	leucine rich repeat and Ig domain containing 1	protein coding gene	ENSMUSG00000049556	235402
Lix1	current symbol	MGI:1913893	Lix1	limb and CNS expressed 1	protein coding gene	ENSMUSG00000047786	66643
Lman2l	current symbol	MGI:2443010	Lman2l	lectin, mannose-binding 2-like	protein coding gene	ENSMUSG00000001143	214895
Lmo2	current symbol	MGI:102811	Lmo2	LIM domain only 2	protein coding gene	ENSMUSG00000032698	16909
Lmo4	current symbol	MGI:109360	Lmo4	LIM domain only 4	protein coding gene	ENSMUSG00000028266	16911
Lpl	current symbol	MGI:96820	Lpl	lipoprotein lipase	protein coding gene	ENSMUSG00000015568	16956
Lrfn2	current symbol	MGI:1917780	Lrfn2	leucine rich repeat and fibronectin type III domain containing 2	protein coding gene	ENSMUSG00000040490	70530
Lrp4	current symbol	MGI:2442252	Lrp4	low density lipoprotein receptor-related protein 4	protein coding gene	ENSMUSG00000027253	228357
Lrrc2	current symbol	MGI:1921499	Lrrc2	leucine rich repeat containing 2	protein coding gene	ENSMUSG00000032495	74249
Lrrc20	current symbol	MGI:2387182	Lrrc20	leucine rich repeat containing 20	protein coding gene	ENSMUSG00000037151	216011
Lrrc27	current symbol	MGI:1923862	Lrrc27	leucine rich repeat containing 27	protein coding gene	ENSMUSG00000015980	76612
